plot,rate,pattern,block,stage,diameter,height,who,year
104,168,Grid,1,69,2.11,111.76,Noelle,2023
105,168,Row,1,71,2.11,123.19,Noelle,2023
107,56,Grid,1,63,2.11,129.54,Laurel,2023
103,112,Grid,1,61,2.11,71.10,Laurel,2022
203,112,Row,2,63,2.1,104.10,Laurel,2022
304,112,Row,3,71,2.1,124.46,Laurel,2023
303,112,Row,3,61,2.1,106.70,Laurel,2022
306,168,Grid,3,69,2.1,109.20,Cody,2022
102,112,Row,1,71,2.1,107.95,Noelle,2023
109,56,Row,1,59,2.1,66.04,Noelle,2023
101,112,Row,1,67,2.1,116.80,Laurel,2022
103,112,Grid,1,61,2.1,99.10,Laurel,2022
209,168,Grid,2,69,2.09,86.40,Laurel,2022
209,168,Grid,2,69,2.09,94.00,Laurel,2022
309,112,Grid,3,71,2.09,104.14,Noelle,2023
309,112,Grid,3,71,2.09,118.11,Noelle,2023
308,56,Row,3,65,2.09,116.80,Laurel,2022
201,56,Grid,2,67,2.09,116.84,Laurel,2023
203,168,Row,2,71,2.09,115.57,Noelle,2023
105,168,Row,1,71,2.09,133.35,Noelle,2023
101,112,Row,1,61,2.09,96.50,Laurel,2022
109,168,Row,1,61,2.09,94.00,Laurel,2022
203,112,Row,2,61,2.08,73.70,Laurel,2022
204,56,Row,2,65,2.08,91.40,Laurel,2022
208,28,Grid,2,47,2.08,33.00,Laurel,2022
209,168,Grid,2,65,2.08,86.40,Laurel,2022
209,168,Grid,2,69,2.08,94.00,Laurel,2022
309,112,Grid,3,71,2.08,78.74,Noelle,2023
309,112,Grid,3,71,2.08,109.22,Noelle,2023
309,112,Grid,3,71,2.08,111.76,Noelle,2023
303,112,Row,3,69,2.08,96.50,Laurel,2022
303,112,Row,3,67,2.08,109.20,Laurel,2022
305,112,Grid,3,67,2.08,109.20,Laurel,2022
203,168,Row,2,71,2.08,111.76,Noelle,2023
103,112,Grid,1,65,2.08,123.19,Laurel,2023
105,168,Row,1,71,2.08,116.84,Noelle,2023
105,168,Grid,1,61,2.08,81.30,Laurel,2022
105,168,Grid,1,61,2.08,101.60,Laurel,2022
109,168,Row,1,67,2.08,96.50,Laurel,2022
202,168,Row,2,65,2.07,99.10,Laurel,2022
204,56,Row,2,65,2.07,96.50,Laurel,2022
209,168,Grid,2,65,2.07,104.10,Laurel,2022
303,56,Grid,3,61,2.07,88.90,Noelle,2023
309,112,Grid,3,71,2.07,88.90,Noelle,2023
305,112,Grid,3,71,2.07,99.10,Laurel,2022
306,168,Grid,3,67,2.07,114.30,Cody,2022
201,56,Grid,2,69,2.07,121.92,Laurel,2023
105,168,Grid,1,61,2.07,99.10,Laurel,2022
201,112,Grid,2,69,2.06,94.00,Laurel,2022
202,168,Row,2,65,2.06,96.50,Laurel,2022
209,168,Grid,2,61,2.06,88.90,Laurel,2022
304,112,Row,3,69,2.06,114.30,Laurel,2023
304,112,Row,3,71,2.06,130.81,Laurel,2023
308,168,Grid,3,61,2.06,105.41,Laurel,2023
308,168,Grid,3,71,2.06,110.49,Laurel,2023
309,112,Grid,3,63,2.06,88.90,Noelle,2023
309,112,Grid,3,69,2.06,106.68,Noelle,2023
309,112,Grid,3,71,2.06,114.30,Noelle,2023
305,112,Grid,3,67,2.06,101.60,Laurel,2022
306,168,Grid,3,69,2.06,86.40,Cody,2022
203,168,Row,2,63,2.06,114.30,Noelle,2023
208,112,Grid,2,69,2.06,111.76,Laurel,2023
208,112,Grid,2,71,2.06,111.76,Laurel,2023
209,112,Row,2,69,2.06,113.03,Noelle,2023
104,168,Grid,1,71,2.06,104.14,Noelle,2023
104,56,Row,1,63,2.06,91.40,Laurel,2022
202,168,Row,2,71,2.05,99.10,Laurel,2022
203,112,Row,2,61,2.05,104.10,Laurel,2022
207,28,Row,2,67,2.05,94.00,Laurel,2022
209,168,Grid,2,61,2.05,101.60,Laurel,2022
209,168,Grid,2,67,2.05,109.20,Laurel,2022
305,168,Row,3,71,2.05,119.38,Laurel,2023
308,168,Grid,3,71,2.05,106.68,Laurel,2023
305,112,Grid,3,69,2.05,86.40,Laurel,2022
201,56,Grid,2,67,2.05,134.62,Laurel,2023
203,168,Row,2,71,2.05,116.84,Noelle,2023
208,112,Grid,2,71,2.05,119.38,Laurel,2023
104,168,Grid,1,71,2.05,132.08,Noelle,2023
104,56,Row,1,61,2.05,106.70,Laurel,2022
201,112,Grid,2,69,2.04,91.40,Laurel,2022
202,168,Row,2,67,2.04,101.60,Laurel,2022
209,168,Grid,2,69,2.04,94.00,Laurel,2022
302,28,Grid,3,65,2.04,109.20,Laurel,2022
306,168,Grid,3,69,2.04,73.70,Cody,2022
206,168,Grid,2,67,2.04,101.60,Noelle,2023
206,168,Grid,2,71,2.04,110.49,Noelle,2023
208,112,Grid,2,63,2.04,101.60,Laurel,2023
103,112,Grid,1,63,2.04,99.10,Laurel,2022
201,112,Grid,2,71,2.03,111.80,Laurel,2022
204,56,Row,2,67,2.03,99.10,Laurel,2022
209,168,Grid,2,61,2.03,91.40,Laurel,2022
304,112,Row,3,71,2.03,114.30,Laurel,2023
304,112,Row,3,67,2.03,118.11,Laurel,2023
303,112,Row,3,61,2.03,99.10,Laurel,2022
203,168,Row,2,59,2.03,104.14,Noelle,2023
206,168,Grid,2,61,2.03,99.06,Noelle,2023
206,168,Grid,2,63,2.03,102.87,Noelle,2023
206,168,Grid,2,67,2.03,110.49,Noelle,2023
208,112,Grid,2,69,2.03,101.60,Laurel,2023
209,112,Row,2,65,2.03,93.98,Noelle,2023
102,112,Row,1,67,2.03,129.54,Noelle,2023
104,168,Grid,1,71,2.03,96.52,Noelle,2023
104,168,Grid,1,67,2.03,101.60,Noelle,2023
105,168,Row,1,65,2.03,110.49,Noelle,2023
209,168,Grid,2,71,2.02,85.10,Laurel,2022
309,112,Grid,3,71,2.02,99.06,Noelle,2023
301,56,Grid,3,67,2.02,111.80,Laurel,2022
307,168,Row,3,69,2.02,104.10,Laurel,2022
203,168,Row,2,61,2.02,93.98,Noelle,2023
206,168,Grid,2,69,2.02,97.79,Noelle,2023
103,112,Grid,1,67,2.02,121.92,Laurel,2023
104,168,Grid,1,69,2.02,102.87,Noelle,2023
104,168,Grid,1,71,2.02,109.22,Noelle,2023
203,112,Row,2,61,2.01,94.00,Laurel,2022
203,112,Row,2,61,2.01,99.10,Laurel,2022
209,168,Grid,2,69,2.01,91.40,Laurel,2022
309,112,Grid,3,65,2.01,93.98,Noelle,2023
307,168,Row,3,63,2.01,109.20,Laurel,2022
203,168,Row,2,69,2.01,116.84,Noelle,2023
206,168,Grid,2,71,2.01,101.60,Noelle,2023
206,168,Grid,2,63,2.01,114.30,Noelle,2023
102,112,Row,1,63,2.01,111.76,Noelle,2023
104,168,Grid,1,71,2.01,97.79,Noelle,2023
105,168,Row,1,71,2.01,116.84,Noelle,2023
105,168,Row,1,69,2.01,132.08,Noelle,2023
109,56,Row,1,69,2.01,109.22,Noelle,2023
101,112,Row,1,69,2.01,114.30,Laurel,2022
105,168,Grid,1,61,2.01,94.00,Laurel,2022
108,28,Grid,1,65,2.01,106.70,Laurel,2022
109,168,Row,1,63,2.01,83.80,Laurel,2022
305,168,Row,3,69,1.99,99.06,Noelle,2023
305,168,Row,3,71,1.99,99.06,Laurel,2023
308,168,Grid,3,63,1.99,109.22,Laurel,2023
308,168,Grid,3,71,1.99,119.38,Laurel,2023
301,56,Grid,3,61,1.99,88.90,Laurel,2022
305,112,Grid,3,69,1.99,96.50,Laurel,2022
209,112,Row,2,65,1.99,116.84,Noelle,2023
102,112,Row,1,69,1.99,114.30,Noelle,2023
103,112,Grid,1,65,1.99,121.92,Laurel,2023
103,112,Grid,1,69,1.99,127.00,Laurel,2023
104,168,Grid,1,71,1.99,93.98,Noelle,2023
101,112,Row,1,69,1.99,97.80,Laurel,2022
101,112,Row,1,65,1.99,99.10,Laurel,2022
103,112,Grid,1,61,1.99,99.10,Laurel,2022
103,112,Grid,1,61,1.99,101.60,Laurel,2022
203,112,Row,2,65,1.98,104.10,Laurel,2022
206,56,Grid,2,61,1.98,76.20,Laurel,2022
308,168,Grid,3,71,1.98,109.22,Laurel,2023
309,112,Grid,3,71,1.98,111.76,Noelle,2023
203,168,Row,2,71,1.98,91.44,Noelle,2023
203,168,Row,2,69,1.98,109.22,Noelle,2023
206,168,Grid,2,71,1.98,83.82,Noelle,2023
206,168,Grid,2,71,1.98,91.44,Noelle,2023
104,168,Grid,1,71,1.98,116.84,Noelle,2023
105,168,Row,1,71,1.98,111.76,Noelle,2023
102,28,Row,1,65,1.98,53.30,Laurel,2022
102,28,Row,1,65,1.98,96.50,Laurel,2022
108,28,Grid,1,61,1.98,96.50,Laurel,2022
201,112,Grid,2,67,1.97,106.70,Laurel,2022
201,112,Grid,2,67,1.97,111.80,Laurel,2022
204,56,Row,2,65,1.97,81.30,Laurel,2022
304,112,Row,3,71,1.97,110.49,Laurel,2023
305,168,Row,3,71,1.97,100.33,Noelle,2023
309,112,Grid,3,71,1.97,82.55,Noelle,2023
309,112,Grid,3,71,1.97,96.52,Noelle,2023
303,112,Row,3,65,1.97,114.30,Laurel,2022
105,168,Row,1,71,1.97,118.11,Noelle,2023
105,168,Row,1,69,1.97,132.08,Noelle,2023
104,56,Row,1,65,1.97,104.10,Laurel,2022
201,112,Grid,2,69,1.96,94.00,Laurel,2022
209,168,Grid,2,61,1.96,88.90,Laurel,2022
308,168,Grid,3,69,1.96,100.33,Laurel,2023
308,168,Grid,3,71,1.96,127.00,Laurel,2023
309,112,Grid,3,71,1.96,92.71,Noelle,2023
309,112,Grid,3,71,1.96,101.60,Noelle,2023
303,112,Row,3,67,1.96,96.50,Laurel,2022
303,112,Row,3,69,1.96,109.20,Laurel,2022
303,112,Row,3,69,1.96,111.80,Laurel,2022
202,56,Row,2,63,1.96,109.22,Laurel,2023
203,168,Row,2,71,1.96,101.60,Noelle,2023
203,168,Row,2,69,1.96,111.76,Noelle,2023
206,168,Grid,2,63,1.96,95.25,Noelle,2023
206,168,Grid,2,65,1.96,97.79,Noelle,2023
103,112,Grid,1,71,1.96,120.65,Laurel,2023
105,168,Row,1,67,1.96,99.06,Noelle,2023
109,168,Row,1,65,1.96,88.90,Laurel,2022
202,168,Row,2,67,1.95,104.10,Laurel,2022
303,56,Grid,3,59,1.95,72.39,Noelle,2023
304,112,Row,3,65,1.95,111.76,Laurel,2023
305,168,Row,3,69,1.95,104.14,Noelle,2023
305,168,Row,3,71,1.95,107.95,Laurel,2023
309,112,Grid,3,71,1.95,104.14,Noelle,2023
308,56,Row,3,67,1.95,109.20,Laurel,2022
203,168,Row,2,65,1.95,116.84,Noelle,2023
206,168,Grid,2,69,1.95,92.71,Noelle,2023
102,112,Row,1,71,1.95,104.14,Noelle,2023
103,112,Grid,1,69,1.95,118.11,Laurel,2023
103,112,Grid,1,71,1.95,121.92,Laurel,2023
104,168,Grid,1,69,1.95,124.46,Noelle,2023
101,112,Row,1,61,1.95,71.10,Laurel,2022
202,168,Row,2,69,1.94,78.70,Laurel,2022
202,168,Row,2,69,1.94,104.10,Laurel,2022
203,112,Row,2,67,1.94,96.50,Laurel,2022
209,168,Grid,2,67,1.94,101.60,Laurel,2022
305,168,Row,3,71,1.94,88.90,Laurel,2023
308,168,Grid,3,69,1.94,116.84,Laurel,2023
301,56,Grid,3,65,1.94,86.40,Laurel,2022
301,56,Grid,3,69,1.94,114.30,Laurel,2022
303,112,Row,3,69,1.94,106.70,Laurel,2022
306,168,Grid,3,69,1.94,81.30,Cody,2022
206,168,Grid,2,69,1.94,99.06,Noelle,2023
206,168,Grid,2,71,1.94,106.68,Noelle,2023
102,112,Row,1,71,1.94,125.73,Noelle,2023
104,168,Grid,1,65,1.94,105.41,Noelle,2023
202,168,Row,2,67,1.93,104.10,Laurel,2022
204,56,Row,2,65,1.93,96.50,Laurel,2022
306,28,Row,3,59,1.93,101.60,Laurel,2023
308,168,Grid,3,71,1.93,115.57,Laurel,2023
309,112,Grid,3,65,1.93,96.52,Noelle,2023
301,56,Grid,3,63,1.93,94.00,Laurel,2022
303,112,Row,3,67,1.93,96.50,Laurel,2022
307,168,Row,3,69,1.93,109.20,Laurel,2022
202,56,Row,2,61,1.93,106.68,Laurel,2023
203,168,Row,2,71,1.93,88.90,Noelle,2023
203,168,Row,2,61,1.93,96.52,Noelle,2023
206,168,Grid,2,71,1.93,88.90,Noelle,2023
206,168,Grid,2,69,1.93,104.14,Noelle,2023
104,168,Grid,1,67,1.93,111.76,Noelle,2023
105,168,Row,1,71,1.93,99.06,Noelle,2023
105,168,Row,1,71,1.93,99.06,Noelle,2023
105,168,Row,1,71,1.93,110.49,Noelle,2023
101,112,Row,1,69,1.93,104.10,Laurel,2022
109,168,Row,1,65,1.93,88.90,Laurel,2022
109,168,Row,1,63,1.93,94.00,Laurel,2022
304,112,Row,3,69,1.92,114.30,Laurel,2023
305,168,Row,3,71,1.92,105.41,Noelle,2023
305,168,Row,3,71,1.92,106.68,Noelle,2023
305,168,Row,3,71,1.92,121.92,Laurel,2023
307,28,Grid,3,59,1.92,77.47,Noelle,2023
309,112,Grid,3,61,1.92,77.47,Noelle,2023
307,168,Row,3,65,1.92,71.10,Laurel,2022
206,168,Grid,2,63,1.92,76.20,Noelle,2023
206,168,Grid,2,59,1.92,99.06,Noelle,2023
208,112,Grid,2,69,1.92,132.08,Laurel,2023
102,112,Row,1,65,1.92,96.52,Noelle,2023
102,112,Row,1,71,1.92,119.38,Noelle,2023
103,112,Grid,1,69,1.92,109.22,Laurel,2023
105,168,Row,1,71,1.92,119.38,Noelle,2023
103,112,Grid,1,61,1.92,91.40,Laurel,2022
105,168,Grid,1,61,1.92,88.90,Laurel,2022
109,168,Row,1,67,1.92,88.90,Laurel,2022
203,112,Row,2,69,1.91,88.90,Laurel,2022
209,168,Grid,2,69,1.91,94.00,Laurel,2022
305,168,Row,3,71,1.91,na,Laurel,2023
308,168,Grid,3,71,1.91,119.38,Laurel,2023
309,112,Grid,3,63,1.91,73.66,Noelle,2023
209,112,Row,2,61,1.91,86.36,Noelle,2023
102,112,Row,1,67,1.91,106.68,Noelle,2023
103,112,Grid,1,71,1.91,132.08,Laurel,2023
105,168,Row,1,71,1.91,120.65,Noelle,2023
202,168,Row,2,69,1.9,94.00,Laurel,2022
202,168,Row,2,69,1.9,94.00,Laurel,2022
202,168,Row,2,67,1.9,99.10,Laurel,2022
203,112,Row,2,61,1.9,73.70,Laurel,2022
206,56,Grid,2,69,1.9,104.10,Laurel,2022
207,28,Row,2,61,1.9,96.50,Laurel,2022
209,168,Grid,2,69,1.9,68.60,Laurel,2022
209,168,Grid,2,67,1.9,99.10,Laurel,2022
305,168,Row,3,71,1.9,115.57,Laurel,2023
305,112,Grid,3,69,1.9,104.10,Laurel,2022
305,112,Grid,3,69,1.9,104.10,Laurel,2022
306,168,Grid,3,67,1.9,58.40,Cody,2022
306,168,Grid,3,69,1.9,96.50,Cody,2022
201,56,Grid,2,69,1.9,137.16,Laurel,2023
206,168,Grid,2,71,1.9,86.36,Noelle,2023
209,112,Row,2,67,1.9,60.96,Noelle,2023
102,112,Row,1,67,1.9,96.52,Noelle,2023
107,56,Grid,1,59,1.9,67.31,Laurel,2023
101,112,Row,1,67,1.9,99.10,Laurel,2022
103,112,Grid,1,61,1.9,91.40,Laurel,2022
103,112,Grid,1,63,1.9,91.40,Laurel,2022
203,112,Row,2,65,1.89,88.90,Laurel,2022
209,168,Grid,2,69,1.89,101.60,Laurel,2022
305,168,Row,3,69,1.89,97.79,Noelle,2023
308,168,Grid,3,71,1.89,116.84,Laurel,2023
201,56,Grid,2,71,1.89,114.30,Laurel,2023
203,168,Row,2,69,1.89,99.06,Noelle,2023
203,168,Row,2,71,1.89,101.60,Noelle,2023
209,112,Row,2,71,1.89,101.60,Noelle,2023
101,112,Row,1,65,1.89,83.80,Laurel,2022
105,168,Grid,1,63,1.89,78.70,Laurel,2022
202,168,Row,2,59,1.88,94.00,Laurel,2022
203,112,Row,2,65,1.88,101.60,Laurel,2022
303,56,Grid,3,63,1.88,96.52,Noelle,2023
304,112,Row,3,69,1.88,137.16,Laurel,2023
303,112,Row,3,69,1.88,94.00,Laurel,2022
307,168,Row,3,67,1.88,94.00,Laurel,2022
203,168,Row,2,67,1.88,99.06,Noelle,2023
206,168,Grid,2,71,1.88,99.06,Noelle,2023
208,112,Grid,2,61,1.88,110.49,Laurel,2023
103,112,Grid,1,69,1.88,129.54,Laurel,2023
104,168,Grid,1,71,1.88,109.22,Noelle,2023
105,168,Row,1,59,1.88,76.20,Laurel,2023
107,56,Grid,1,59,1.88,68.58,Laurel,2023
107,56,Grid,1,63,1.88,97.79,Laurel,2023
109,168,Row,1,69,1.88,99.10,Laurel,2022
201,112,Grid,2,61,1.87,94.00,Laurel,2022
201,112,Grid,2,67,1.87,101.60,Laurel,2022
305,168,Row,3,71,1.87,91.44,Noelle,2023
305,168,Row,3,71,1.87,109.22,Noelle,2023
309,112,Grid,3,61,1.87,63.50,Noelle,2023
307,168,Row,3,69,1.87,104.10,Laurel,2022
203,168,Row,2,71,1.87,83.82,Noelle,2023
103,112,Grid,1,67,1.87,88.90,Laurel,2022
202,168,Row,2,65,1.86,96.50,Laurel,2022
209,168,Grid,2,61,1.86,83.80,Laurel,2022
209,168,Grid,2,61,1.86,91.40,Laurel,2022
209,168,Grid,2,65,1.86,94.00,Laurel,2022
209,168,Grid,2,69,1.86,94.00,Laurel,2022
302,56,Row,3,61,1.86,99.06,Noelle,2023
308,168,Grid,3,71,1.86,104.14,Laurel,2023
309,112,Grid,3,71,1.86,104.14,Noelle,2023
307,168,Row,3,69,1.86,106.70,Laurel,2022
202,56,Row,2,67,1.86,127.00,Laurel,2023
203,168,Row,2,65,1.86,104.14,Noelle,2023
105,168,Row,1,71,1.86,114.30,Laurel,2023
104,56,Row,1,61,1.86,81.30,Laurel,2022
105,168,Grid,1,61,1.86,91.40,Laurel,2022
202,168,Row,2,69,1.85,94.00,Laurel,2022
206,56,Grid,2,61,1.85,86.40,Laurel,2022
209,168,Grid,2,61,1.85,83.80,Laurel,2022
305,168,Row,3,69,1.85,116.84,Laurel,2023
308,56,Row,3,61,1.85,88.90,Laurel,2022
201,56,Grid,2,61,1.85,116.84,Laurel,2023
208,112,Grid,2,69,1.85,114.30,Laurel,2023
208,112,Grid,2,69,1.85,124.46,Laurel,2023
104,168,Grid,1,69,1.85,106.68,Noelle,2023
209,168,Grid,2,61,1.84,86.40,Laurel,2022
309,112,Grid,3,71,1.84,97.79,Noelle,2023
306,168,Grid,3,69,1.84,86.40,Cody,2022
307,168,Row,3,67,1.84,96.50,Laurel,2022
208,112,Grid,2,71,1.84,111.76,Laurel,2023
104,168,Grid,1,71,1.84,88.90,Noelle,2023
104,168,Grid,1,65,1.84,93.98,Noelle,2023
107,56,Grid,1,61,1.84,109.22,Laurel,2023
107,56,Grid,1,61,1.84,88.90,Laurel,2022
202,168,Row,2,69,1.83,101.60,Laurel,2022
209,168,Grid,2,65,1.83,91.40,Laurel,2022
302,56,Row,3,63,1.83,78.74,Noelle,2023
305,168,Row,3,63,1.83,66.04,Laurel,2023
305,168,Row,3,71,1.83,96.52,Noelle,2023
308,168,Grid,3,71,1.83,116.84,Laurel,2023
309,112,Grid,3,71,1.83,91.44,Noelle,2023
301,56,Grid,3,69,1.83,96.50,Laurel,2022
302,28,Grid,3,61,1.83,86.40,Laurel,2022
303,112,Row,3,65,1.83,88.90,Laurel,2022
303,112,Row,3,63,1.83,91.40,Laurel,2022
306,168,Grid,3,63,1.83,91.40,Cody,2022
203,168,Row,2,69,1.83,110.49,Noelle,2023
103,112,Grid,1,69,1.83,104.14,Laurel,2023
103,112,Grid,1,71,1.83,111.76,Laurel,2023
208,28,Grid,2,61,1.82,66.00,Laurel,2022
209,168,Grid,2,61,1.82,86.40,Laurel,2022
209,168,Grid,2,65,1.82,86.40,Laurel,2022
305,168,Row,3,69,1.82,76.20,Noelle,2023
305,168,Row,3,71,1.82,102.87,Laurel,2023
302,28,Grid,3,61,1.82,94.00,Laurel,2022
303,112,Row,3,63,1.82,94.00,Laurel,2022
307,168,Row,3,65,1.82,83.80,Laurel,2022
201,56,Grid,2,65,1.82,114.30,Laurel,2023
206,168,Grid,2,71,1.82,69.85,Noelle,2023
102,112,Row,1,71,1.82,113.03,Noelle,2023
102,112,Row,1,69,1.82,114.30,Noelle,2023
103,112,Grid,1,69,1.82,104.14,Laurel,2023
103,112,Grid,1,69,1.82,113.03,Laurel,2023
201,112,Grid,2,67,1.81,104.10,Laurel,2022
204,56,Row,2,61,1.81,78.70,Laurel,2022
209,168,Grid,2,67,1.81,91.40,Laurel,2022
209,168,Grid,2,69,1.81,96.50,Laurel,2022
304,112,Row,3,71,1.81,111.76,Laurel,2023
305,168,Row,3,71,1.81,101.60,Noelle,2023
308,168,Grid,3,69,1.81,132.08,Laurel,2023
301,56,Grid,3,63,1.81,86.40,Laurel,2022
303,112,Row,3,67,1.81,96.50,Laurel,2022
306,168,Grid,3,68,1.81,101.60,Cody,2022
307,168,Row,3,69,1.81,101.60,Laurel,2022
203,168,Row,2,65,1.81,104.14,Noelle,2023
206,168,Grid,2,71,1.81,74.93,Noelle,2023
206,168,Grid,2,63,1.81,96.52,Noelle,2023
208,112,Grid,2,71,1.81,114.30,Laurel,2023
104,168,Grid,1,65,1.81,96.52,Noelle,2023
103,112,Grid,1,61,1.81,94.00,Laurel,2022
104,56,Row,1,61,1.81,111.80,Laurel,2022
105,168,Grid,1,65,1.81,86.40,Laurel,2022
109,168,Row,1,65,1.81,81.30,Laurel,2022
109,168,Row,1,65,1.81,88.90,Laurel,2022
109,168,Row,1,67,1.81,94.00,Laurel,2022
201,112,Grid,2,69,1.8,83.80,Laurel,2022
202,168,Row,2,69,1.8,94.00,Laurel,2022
209,168,Grid,2,69,1.8,91.40,Laurel,2022
209,168,Grid,2,65,1.8,95.30,Laurel,2022
303,112,Row,3,65,1.8,94.00,Laurel,2022
102,112,Row,1,65,1.8,109.22,Noelle,2023
102,112,Row,1,71,1.8,110.49,Noelle,2023
109,168,Row,1,65,1.8,83.80,Laurel,2022
109,168,Row,1,65,1.8,83.80,Laurel,2022
206,56,Grid,2,63,1.79,76.20,Laurel,2022
209,168,Grid,2,61,1.79,83.80,Laurel,2022
209,168,Grid,2,69,1.79,88.90,Laurel,2022
209,168,Grid,2,69,1.79,104.10,Laurel,2022
309,112,Grid,3,67,1.79,101.60,Noelle,2023
305,112,Grid,3,69,1.79,101.60,Laurel,2022
308,56,Row,3,69,1.79,96.50,Laurel,2022
308,56,Row,3,63,1.79,106.70,Laurel,2022
201,56,Grid,2,69,1.79,124.46,Laurel,2023
202,56,Row,2,59,1.79,99.06,Laurel,2023
203,168,Row,2,71,1.79,99.06,Noelle,2023
208,112,Grid,2,71,1.79,121.92,Laurel,2023
103,112,Grid,1,71,1.79,97.79,Laurel,2023
104,168,Grid,1,67,1.79,95.25,Noelle,2023
103,112,Grid,1,61,1.79,83.80,Laurel,2022
203,112,Row,2,69,1.78,83.80,Laurel,2022
209,168,Grid,2,69,1.78,88.90,Laurel,2022
305,168,Row,3,71,1.78,106.68,Noelle,2023
305,168,Row,3,71,1.78,114.30,Laurel,2023
309,112,Grid,3,69,1.78,93.98,Noelle,2023
309,112,Grid,3,71,1.78,102.87,Noelle,2023
301,56,Grid,3,61,1.78,81.30,Laurel,2022
303,112,Row,3,65,1.78,104.10,Laurel,2022
303,112,Row,3,63,1.78,106.70,Laurel,2022
304,28,Row,3,63,1.78,78.70,Laurel,2022
203,168,Row,2,71,1.78,109.22,Noelle,2023
203,168,Row,2,67,1.78,111.76,Noelle,2023
203,168,Row,2,71,1.78,113.03,Noelle,2023
206,168,Grid,2,71,1.78,93.98,Noelle,2023
102,28,Row,1,61,1.78,81.30,Laurel,2022
206,56,Grid,2,65,1.77,83.80,Laurel,2022
206,56,Grid,2,61,1.77,94.00,Laurel,2022
305,168,Row,3,71,1.77,99.06,Noelle,2023
308,168,Grid,3,71,1.77,96.52,Laurel,2023
309,112,Grid,3,71,1.77,77.47,Noelle,2023
301,56,Grid,3,63,1.77,81.30,Laurel,2022
303,112,Row,3,63,1.77,86.40,Laurel,2022
306,168,Grid,3,68,1.77,78.70,Cody,2022
307,168,Row,3,69,1.77,99.10,Laurel,2022
102,112,Row,1,71,1.77,120.65,Noelle,2023
104,168,Grid,1,71,1.77,83.82,Noelle,2023
104,168,Grid,1,71,1.77,104.14,Noelle,2023
103,112,Grid,1,61,1.77,73.70,Laurel,2022
103,112,Grid,1,63,1.77,88.90,Laurel,2022
203,112,Row,2,59,1.76,86.40,Laurel,2022
209,168,Grid,2,67,1.76,78.70,Laurel,2022
305,168,Row,3,71,1.76,104.14,Laurel,2023
305,168,Row,3,69,1.76,na,Laurel,2023
308,168,Grid,3,69,1.76,114.30,Laurel,2023
301,56,Grid,3,67,1.76,86.40,Laurel,2022
306,168,Grid,3,67,1.76,68.60,Cody,2022
307,168,Row,3,67,1.76,106.70,Laurel,2022
206,168,Grid,2,71,1.76,68.58,Noelle,2023
208,112,Grid,2,59,1.76,96.52,Laurel,2023
105,168,Row,1,71,1.76,102.87,Noelle,2023
101,112,Row,1,69,1.76,96.50,Laurel,2022
101,112,Row,1,65,1.76,111.80,Laurel,2022
109,168,Row,1,61,1.76,81.30,Laurel,2022
109,168,Row,1,65,1.76,91.40,Laurel,2022
202,168,Row,2,65,1.75,78.70,Laurel,2022
203,112,Row,2,61,1.75,78.70,Laurel,2022
203,112,Row,2,63,1.75,83.80,Laurel,2022
209,168,Grid,2,69,1.75,94.00,Laurel,2022
305,168,Row,3,71,1.75,106.68,Laurel,2023
309,112,Grid,3,69,1.75,93.98,Noelle,2023
307,168,Row,3,63,1.75,86.40,Laurel,2022
203,168,Row,2,71,1.75,73.66,Noelle,2023
203,168,Row,2,69,1.75,95.25,Noelle,2023
103,112,Grid,1,71,1.75,115.57,Laurel,2023
107,56,Grid,1,59,1.75,81.28,Laurel,2023
101,112,Row,1,65,1.75,99.10,Laurel,2022
104,56,Row,1,65,1.745,124.50,Laurel,2022
202,168,Row,2,67,1.74,81.30,Laurel,2022
202,168,Row,2,65,1.74,104.10,Laurel,2022
209,168,Grid,2,69,1.74,99.10,Laurel,2022
305,168,Row,3,69,1.74,60.96,Laurel,2023
301,56,Grid,3,63,1.74,96.50,Laurel,2022
308,56,Row,3,61,1.74,94.00,Laurel,2022
203,168,Row,2,61,1.74,106.68,Noelle,2023
206,168,Grid,2,65,1.74,91.44,Noelle,2023
103,112,Grid,1,65,1.74,114.30,Laurel,2023
109,168,Row,1,67,1.74,81.30,Laurel,2022
201,112,Grid,2,69,1.73,104.10,Laurel,2022
209,168,Grid,2,63,1.73,78.70,Laurel,2022
209,168,Grid,2,61,1.73,86.40,Laurel,2022
306,28,Row,3,59,1.73,96.52,Laurel,2023
308,168,Grid,3,61,1.73,104.14,Laurel,2023
301,56,Grid,3,69,1.73,106.70,Laurel,2022
303,112,Row,3,65,1.73,106.70,Laurel,2022
307,168,Row,3,61,1.73,86.40,Laurel,2022
307,168,Row,3,67,1.73,99.10,Laurel,2022
307,168,Row,3,67,1.73,99.10,Laurel,2022
206,168,Grid,2,71,1.73,55.88,Noelle,2023
206,168,Grid,2,67,1.73,74.93,Noelle,2023
208,112,Grid,2,69,1.73,125.73,Laurel,2023
101,112,Row,1,69,1.73,104.10,Laurel,2022
103,112,Grid,1,67,1.73,91.40,Laurel,2022
109,168,Row,1,63,1.73,96.50,Laurel,2022
203,112,Row,2,61,1.72,88.90,Laurel,2022
203,112,Row,2,63,1.72,88.90,Laurel,2022
209,168,Grid,2,69,1.72,94.00,Laurel,2022
303,112,Row,3,67,1.72,99.10,Laurel,2022
